index,source,content_type,title_en,title_ko,summary_en,summary_ko,source_url,source_anchor,release_label,version,section,feature_title_en,feature_title_ko,feature_description_en,feature_description_ko,image_urls,tags,publication_status,collected_at
84,Microsoft Learn,powerbi_update,Power BI February 2026 update: Expanded prompt input character limit,Power BI February 2026 업데이트: Expanded prompt input character limit,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Expanded prompt input character limit' 항목입니다. 원문 요약: Based on customer feedback, the character limit for Copilot input increased from 500 characters to 10K in all Copilot surfaces, including Standalone, Report pane, Apps, Mobile, and Embed. For more information, see...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Copilot and AI,Expanded prompt input character limit,Expanded prompt input character limit,"Based on customer feedback, the character limit for Copilot input increased from 500 characters to 10K in all Copilot surfaces, including Standalone, Report pane, Apps, Mobile, and Embed. For more information, see Use Copilot with Power BI reports and semantic models .","원문 요약: Based on customer feedback, the character limit for Copilot input increased from 500 characters to 10K in all Copilot surfaces, including Standalone, Report pane, Apps, Mobile, and Embed. For more information, see...",,Power BI; Power BI 업데이트; Copilot and AI; AI; Embedded; 모델링,review,2026-08-15T19:36:05
85,Microsoft Learn,powerbi_update,Power BI February 2026 update: Filter or enter data in reports with Input slicer (Generally Available),Power BI February 2026 업데이트: Filter or enter data in 보고서 with Input slicer (정식 제공),"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Filter or enter data in 보고서 with Input slicer (정식 제공)' 항목입니다. 원문 요약: The Text Slicer is now renamed to Input Slicer and is generally available . This interactive visual lets you filter data using free-form text input with flexible options like exact match, contains, or starts with....",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Filter or enter data in reports with Input slicer (Generally Available),Filter or enter data in 보고서 with Input slicer (정식 제공),"The Text Slicer is now renamed to Input Slicer and is generally available . This interactive visual lets you filter data using free-form text input with flexible options like exact match, contains, or starts with. For more information, see Create and use an input slicer .","원문 요약: The Text Slicer is now renamed to Input Slicer and is generally available . This interactive visual lets you filter data using free-form text input with flexible options like exact match, contains, or starts with....",,Power BI; Power BI 업데이트; Reporting; AI; 시각화,review,2026-08-15T19:36:05
86,Microsoft Learn,powerbi_update,Power BI February 2026 update: Paste selections into any report slicer,Power BI February 2026 업데이트: Paste selections into any report slicer,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Paste selections into any report slicer' 항목입니다. 원문 요약: The paste context menu feature on the slicer visual lets you apply multiple selections by pasting a list of values directly into your slicer. For more information, see Slicers in Power BI .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Paste selections into any report slicer,Paste selections into any report slicer,"The paste context menu feature on the slicer visual lets you apply multiple selections by pasting a list of values directly into your slicer. For more information, see Slicers in Power BI .","원문 요약: The paste context menu feature on the slicer visual lets you apply multiple selections by pasting a list of values directly into your slicer. For more information, see Slicers in Power BI .",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
87,Microsoft Learn,powerbi_update,Power BI February 2026 update: Card visual updates,Power BI February 2026 업데이트: Card visual 업데이트s,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Card visual 업데이트s' 항목입니다. 원문 요약: The new Card visual default increased from 5 to 10 callouts. Selecting a category name now filters other visuals on the page. For more information, see Create a card visual in Power BI .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Card visual updates,Card visual 업데이트s,"The new Card visual default increased from 5 to 10 callouts. Selecting a category name now filters other visuals on the page. For more information, see Create a card visual in Power BI .","원문 요약: The new Card visual default increased from 5 to 10 callouts. Selecting a category name now filters other visuals on the page. For more information, see Create a card visual in Power BI .",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
88,Microsoft Learn,powerbi_update,Power BI February 2026 update: Fonts compatible with non-Windows devices for Power BI reports,Power BI February 2026 업데이트: Fonts compatible with non-Windows devices for Power BI 보고서,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Fonts compatible with non-Windows devices for Power BI 보고서' 항목입니다. 원문 요약: Default fonts such as Segoe UI in Power BI reports when viewed on a non-Windows device now show as expected. For more information, see Supported Browsers for Power BI and Fabric .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Fonts compatible with non-Windows devices for Power BI reports,Fonts compatible with non-Windows devices for Power BI 보고서,"Default fonts such as Segoe UI in Power BI reports when viewed on a non-Windows device now show as expected. For more information, see Supported Browsers for Power BI and Fabric .","원문 요약: Default fonts such as Segoe UI in Power BI reports when viewed on a non-Windows device now show as expected. For more information, see Supported Browsers for Power BI and Fabric .",,Power BI; Power BI 업데이트; Reporting,review,2026-08-15T19:36:05
89,Microsoft Learn,powerbi_update,Power BI February 2026 update: Preview visuals update,Power BI February 2026 업데이트: 미리 보기 시각적 요소 업데이트,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 '미리 보기 시각적 요소 업데이트' 항목입니다. 원문 요약: Preview visuals now display ""(Preview)"" after their name and will soon appear below the divider line with custom and other unpinned visuals. For more information, see Report visualizations .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Preview visuals update,미리 보기 시각적 요소 업데이트,"Preview visuals now display ""(Preview)"" after their name and will soon appear below the divider line with custom and other unpinned visuals. For more information, see Report visualizations .","원문 요약: Preview visuals now display ""(Preview)"" after their name and will soon appear below the divider line with custom and other unpinned visuals. For more information, see Report visualizations .",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
90,Microsoft Learn,powerbi_update,Power BI February 2026 update: Conditional formatting dialog updates,Power BI February 2026 업데이트: Conditional formatting dialog 업데이트s,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Conditional formatting dialog 업데이트s' 항목입니다. 원문 요약: Enhanced conditional formatting dialog with a wider dropdown menu and helpful tooltips that display field names for easier selection. For more information, see Apply Conditional Table Formatting .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Conditional formatting dialog updates,Conditional formatting dialog 업데이트s,"Enhanced conditional formatting dialog with a wider dropdown menu and helpful tooltips that display field names for easier selection. For more information, see Apply Conditional Table Formatting .","원문 요약: Enhanced conditional formatting dialog with a wider dropdown menu and helpful tooltips that display field names for easier selection. For more information, see Apply Conditional Table Formatting .",,Power BI; Power BI 업데이트; Reporting,review,2026-08-15T19:36:05
91,Microsoft Learn,powerbi_update,Power BI February 2026 update: Improved error dialogs in Power BI Desktop,Power BI February 2026 업데이트: Improved error dialogs in Power BI Desktop,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Improved error dialogs in Power BI Desktop' 항목입니다. 원문 요약: Additional error details for visuals in Power BI reports are now available in Power BI Desktop. For more information, see Troubleshoot Visualizations in Power BI .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Improved error dialogs in Power BI Desktop,Improved error dialogs in Power BI Desktop,"Additional error details for visuals in Power BI reports are now available in Power BI Desktop. For more information, see Troubleshoot Visualizations in Power BI .","원문 요약: Additional error details for visuals in Power BI reports are now available in Power BI Desktop. For more information, see Troubleshoot Visualizations in Power BI .",,Power BI; Power BI 업데이트; Reporting; AI; 시각화,review,2026-08-15T19:36:05
92,Microsoft Learn,powerbi_update,Power BI February 2026 update: Azure Maps visual updates,Power BI February 2026 업데이트: Azure Maps visual 업데이트s,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Azure Maps visual 업데이트s' 항목입니다. 원문 요약: Enhanced performance for Azure Maps visual with pie charts and new endpoint regions for Korea and Brazil. For more information, see Get started with Azure Maps Power BI visual .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Azure Maps visual updates,Azure Maps visual 업데이트s,"Enhanced performance for Azure Maps visual with pie charts and new endpoint regions for Korea and Brazil. For more information, see Get started with Azure Maps Power BI visual .","원문 요약: Enhanced performance for Azure Maps visual with pie charts and new endpoint regions for Korea and Brazil. For more information, see Get started with Azure Maps Power BI visual .",,Power BI; Power BI 업데이트; Reporting; 시각화,review,2026-08-15T19:36:05
93,Microsoft Learn,powerbi_update,Power BI February 2026 update: Fewer steps to insight in Power BI apps,Power BI February 2026 업데이트: Fewer steps to insight in Power BI apps,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.",February 2026 update Power BI 업데이트의 'Fewer steps to insight in Power BI apps' 항목입니다. 원문 요약: A more conversational Copilot experience in Power BI apps—just ask your question and Copilot does the work by finding the right reports or data. Copilot can also summarize what reporting is available in an app. For...,https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Fewer steps to insight in Power BI apps,Fewer steps to insight in Power BI apps,"A more conversational Copilot experience in Power BI apps—just ask your question and Copilot does the work by finding the right reports or data. Copilot can also summarize what reporting is available in an app. For more information, see Copilot for Power BI apps .",원문 요약: A more conversational Copilot experience in Power BI apps—just ask your question and Copilot does the work by finding the right reports or data. Copilot can also summarize what reporting is available in an app. For...,,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
94,Microsoft Learn,powerbi_update,Power BI February 2026 update: Org Apps now feature Persistent Report Filters and Reset Functionality,Power BI February 2026 업데이트: Org Apps now feature Persistent Report Filters and Reset Functionality,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Org Apps now feature Persistent Report Filters and Reset Functionality' 항목입니다. 원문 요약: Org apps (Preview) have been updated to retain Power BI report filters, slicers, and other data view changes. The persistent filters setting is enabled by default for all reports. For more information, see Org apps .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Reporting,Org Apps now feature Persistent Report Filters and Reset Functionality,Org Apps now feature Persistent Report Filters and Reset Functionality,"Org apps (Preview) have been updated to retain Power BI report filters, slicers, and other data view changes. The persistent filters setting is enabled by default for all reports. For more information, see Org apps .","원문 요약: Org apps (Preview) have been updated to retain Power BI report filters, slicers, and other data view changes. The persistent filters setting is enabled by default for all reports. For more information, see Org apps .",,Power BI; Power BI 업데이트; Reporting; AI,review,2026-08-15T19:36:05
95,Microsoft Learn,powerbi_update,Power BI February 2026 update: TABLEOF and NAMEOF DAX functions,Power BI February 2026 업데이트: TABLEOF and NAMEOF DAX functions,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'TABLEOF and NAMEOF DAX functions' 항목입니다. 원문 요약: New TABLEOF function returns a reference to the table associated with a given column, measure, or calendar. NAMEOF returns the name of a table, column, measure, or calendar as a text string. These functions help...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Modeling,TABLEOF and NAMEOF DAX functions,TABLEOF and NAMEOF DAX functions,"New TABLEOF function returns a reference to the table associated with a given column, measure, or calendar. NAMEOF returns the name of a table, column, measure, or calendar as a text string. These functions help write DAX that's safer and easier to maintain. For more information, see TABLEOF and NAMEOF .","원문 요약: New TABLEOF function returns a reference to the table associated with a given column, measure, or calendar. NAMEOF returns the name of a table, column, measure, or calendar as a text string. These functions help...",,Power BI; Power BI 업데이트; Modeling; AI; 모델링,review,2026-08-15T19:36:05
96,Microsoft Learn,powerbi_update,Power BI February 2026 update: Drill Down Pie PRO (Filter) by ZoomCharts,Power BI February 2026 업데이트: Drill Down Pie PRO (Filter) by ZoomCharts,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Drill Down Pie PRO (Filter) by ZoomCharts' 항목입니다. 원문 요약: Pie PRO (Filter) enhances pie and donut charts with advanced labeling, category level reference markers, one-click drill down, and images on slices. Get it on AppSource .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Visualizations,Drill Down Pie PRO (Filter) by ZoomCharts,Drill Down Pie PRO (Filter) by ZoomCharts,"Pie PRO (Filter) enhances pie and donut charts with advanced labeling, category level reference markers, one-click drill down, and images on slices. Get it on AppSource .","원문 요약: Pie PRO (Filter) enhances pie and donut charts with advanced labeling, category level reference markers, one-click drill down, and images on slices. Get it on AppSource .",,Power BI; Power BI 업데이트; Visualizations; 시각화,review,2026-08-15T19:36:05
97,Microsoft Learn,powerbi_update,Power BI February 2026 update: Rich titles in Zebra BI Charts,Power BI February 2026 업데이트: Rich titles in Zebra BI Charts,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.",February 2026 update Power BI 업데이트의 'Rich titles in Zebra BI Charts' 항목입니다. 원문 요약: Rich titles let you structure context across multiple lines for clearer hierarchy and faster comprehension. Learn more .,https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Visualizations,Rich titles in Zebra BI Charts,Rich titles in Zebra BI Charts,Rich titles let you structure context across multiple lines for clearer hierarchy and faster comprehension. Learn more .,원문 요약: Rich titles let you structure context across multiple lines for clearer hierarchy and faster comprehension. Learn more .,,Power BI; Power BI 업데이트; Visualizations; 시각화,review,2026-08-15T19:36:05
98,Microsoft Learn,powerbi_update,Power BI February 2026 update: Rose Donut Pie Chart by Powerviz,Power BI February 2026 업데이트: Rose Donut Pie Chart by Powerviz,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Rose Donut Pie Chart by Powerviz' 항목입니다. 원문 요약: Build four types of charts—rose, rose donut, donut, and pie—with 30+ color palettes, smart labels, conditional formatting, and more. Get it on AppSource .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Visualizations,Rose Donut Pie Chart by Powerviz,Rose Donut Pie Chart by Powerviz,"Build four types of charts—rose, rose donut, donut, and pie—with 30+ color palettes, smart labels, conditional formatting, and more. Get it on AppSource .","원문 요약: Build four types of charts—rose, rose donut, donut, and pie—with 30+ color palettes, smart labels, conditional formatting, and more. Get it on AppSource .",,Power BI; Power BI 업데이트; Visualizations; 시각화,review,2026-08-15T19:36:05
99,Microsoft Learn,powerbi_update,Power BI February 2026 update: Fabric Copilot capacity tenant setting default update,Power BI February 2026 업데이트: Fabric Copilot capacity tenant setting default 업데이트,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Fabric Copilot capacity tenant setting default 업데이트' 항목입니다. 원문 요약: Beginning on or after February 8, 2026, the tenant setting Capacities can be designated as Fabric Copilot capacities will be enabled by default for all tenants. This only updates the tenant setting—it won't modify...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Other,Fabric Copilot capacity tenant setting default update,Fabric Copilot capacity tenant setting default 업데이트,"Beginning on or after February 8, 2026, the tenant setting Capacities can be designated as Fabric Copilot capacities will be enabled by default for all tenants. This only updates the tenant setting—it won't modify existing capacity configurations. For more information, see Fabric Copilot capacity .","원문 요약: Beginning on or after February 8, 2026, the tenant setting Capacities can be designated as Fabric Copilot capacities will be enabled by default for all tenants. This only updates the tenant setting—it won't modify...",,Power BI; Power BI 업데이트; Other; AI,review,2026-08-15T19:36:05
100,Microsoft Learn,powerbi_update,Power BI February 2026 update: Deprecation of Power BI Q&A,Power BI February 2026 업데이트: Deprecation of Power BI Q&A,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Deprecation of Power BI Q&A' 항목입니다. 원문 요약: Q&A, our legacy natural language tool, will be deprecated in December 2026. Moving forward, use Power BI Copilot, which provides a more advanced and integrated solution for querying data with natural language.",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,General,Deprecation of Power BI Q&A,Deprecation of Power BI Q&A,"Q&A, our legacy natural language tool, will be deprecated in December 2026. Moving forward, use Power BI Copilot, which provides a more advanced and integrated solution for querying data with natural language.","원문 요약: Q&A, our legacy natural language tool, will be deprecated in December 2026. Moving forward, use Power BI Copilot, which provides a more advanced and integrated solution for querying data with natural language.",,Power BI; Power BI 업데이트; General; AI,review,2026-08-15T19:36:05
101,Microsoft Learn,powerbi_update,Power BI February 2026 update: SQL Server Reporting Services (SSRS) Report Viewer Web Part Support Discontinuation,Power BI February 2026 업데이트: SQL Server 보고서 작성 Services (SSRS) Report Viewer Web Part Support Discontinuation,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'SQL Server 보고서 작성 Services (SSRS) Report Viewer Web Part Support Discontinuation' 항목입니다. 원문 요약: Support for SSRS SharePoint Web Part, a component that you use to embed on-premises paginated reports directly into SharePoint Server pages, ends on April 13, 2026. While the download remains available, technical...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,General,SQL Server Reporting Services (SSRS) Report Viewer Web Part Support Discontinuation,SQL Server 보고서 작성 Services (SSRS) Report Viewer Web Part Support Discontinuation,"Support for SSRS SharePoint Web Part, a component that you use to embed on-premises paginated reports directly into SharePoint Server pages, ends on April 13, 2026. While the download remains available, technical support is no longer provided.","원문 요약: Support for SSRS SharePoint Web Part, a component that you use to embed on-premises paginated reports directly into SharePoint Server pages, ends on April 13, 2026. While the download remains available, technical...",,Power BI; Power BI 업데이트; General; AI; Embedded,review,2026-08-15T19:36:05
102,Microsoft Learn,powerbi_update,Power BI February 2026 update: The Power BI application is accessible within Teams for Microsoft 365 Operated by 21Vianet,Power BI February 2026 업데이트: The Power BI application is accessible within Teams for Microsoft 365 Operated by 21Vianet,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'The Power BI application is accessible within Teams for Microsoft 365 Operated by 21Vianet' 항목입니다. 원문 요약: Users can acquire the Power BI app from the app store, or admins can centrally install it for them. Once added, users can view their Power BI content in Teams by using the app, and pin Power BI items to Teams...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,General,The Power BI application is accessible within Teams for Microsoft 365 Operated by 21Vianet,The Power BI application is accessible within Teams for Microsoft 365 Operated by 21Vianet,"Users can acquire the Power BI app from the app store, or admins can centrally install it for them. Once added, users can view their Power BI content in Teams by using the app, and pin Power BI items to Teams channels and chats. Note that certain features aren't supported in the Power BI app for Teams operated by 21Vianet environments. For more information, refer to the service description of Power BI operated by 21Vianet .","원문 요약: Users can acquire the Power BI app from the app store, or admins can centrally install it for them. Once added, users can view their Power BI content in Teams by using the app, and pin Power BI items to Teams...",,Power BI; Power BI 업데이트; General; AI,review,2026-08-15T19:36:05
103,Microsoft Learn,powerbi_update,Power BI February 2026 update: Attach reference to Copilot chat in the Power BI mobile app,Power BI February 2026 업데이트: Attach reference to Copilot chat in the Power BI mobile app,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Attach reference to Copilot chat in the Power BI mobile app' 항목입니다. 원문 요약: Attach a report or semantic model to Copilot chat as a grounded reference. To add a reference, tap the + icon or type / to search and select your desired item. For more information, see Chat with Copilot in Power BI .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Copilot and AI,Attach reference to Copilot chat in the Power BI mobile app,Attach reference to Copilot chat in the Power BI mobile app,"Attach a report or semantic model to Copilot chat as a grounded reference. To add a reference, tap the + icon or type / to search and select your desired item. For more information, see Chat with Copilot in Power BI .","원문 요약: Attach a report or semantic model to Copilot chat as a grounded reference. To add a reference, tap the + icon or type / to search and select your desired item. For more information, see Chat with Copilot in Power BI .",,Power BI; Power BI 업데이트; Copilot and AI; AI; 모델링,review,2026-08-15T19:36:05
104,Microsoft Learn,powerbi_update,Power BI February 2026 update: Updating Prepped for AI setting name to Approved for Copilot,Power BI February 2026 업데이트: Updating Prepped for AI setting name to Approved for Copilot,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Updating Prepped for AI setting name to Approved for Copilot' 항목입니다. 원문 요약: The setting to mark a model as prepped for AI is renamed to better reflect its purpose and functionality. For more information, see Mark your model as approved for Copilot .",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Copilot and AI,Updating Prepped for AI setting name to Approved for Copilot,Updating Prepped for AI setting name to Approved for Copilot,"The setting to mark a model as prepped for AI is renamed to better reflect its purpose and functionality. For more information, see Mark your model as approved for Copilot .","원문 요약: The setting to mark a model as prepped for AI is renamed to better reflect its purpose and functionality. For more information, see Mark your model as approved for Copilot .",,Power BI; Power BI 업데이트; Copilot and AI; AI; 모델링,review,2026-08-15T19:36:05
105,Microsoft Learn,powerbi_update,Power BI February 2026 update: Standalone Copilot Access on Power BI Home,Power BI February 2026 업데이트: Standalone Copilot Access on Power BI Home,"Power BI's February 2026 update is here, bringing smarter Copilot and AI experiences, more flexible ways to interact with reports, polished visuals, and useful modeling enhancements—plus a few important updates to keep in mind. With FabCon right around the corner, it's the perfect time to explore what's new and get excited about what's next.","February 2026 update Power BI 업데이트의 'Standalone Copilot Access on Power BI Home' 항목입니다. 원문 요약: New standalone Copilot entry point on the Power BI Home page for faster access to insights. You can switch back to Recommended content using the picker at the top of the Home page. For more information, see Chat with...",https://learn.microsoft.com/en-us/power-bi/fundamentals/desktop-latest-update-archive?tabs=powerbi-desktop#february-2026-update-version-215110520,february-2026-update-version-215110520,February 2026 update,2.151.1052.0,Copilot and AI,Standalone Copilot Access on Power BI Home,Standalone Copilot Access on Power BI Home,"New standalone Copilot entry point on the Power BI Home page for faster access to insights. You can switch back to Recommended content using the picker at the top of the Home page. For more information, see Chat with Copilot in Power BI .","원문 요약: New standalone Copilot entry point on the Power BI Home page for faster access to insights. You can switch back to Recommended content using the picker at the top of the Home page. For more information, see Chat with...",,Power BI; Power BI 업데이트; Copilot and AI; AI,review,2026-08-15T19:36:05
